tbl,year,quarter,citymarketid,cityname,airportid,apt,TotalMkts,TotalFaredPax,TotalPerLFMkts,TotalAvgHubFare,TotalPerPrem,SHMkts,SHPax,SHPerLFMkts,SHAvgHubFare,SHPerPrem,LHMkts,LHPax,LHPerLFMkts,LHAvgHubFare,LHPerPrem,tbl7pk
Table 7,2006,3,31057,"Charlotte, NC",11057,CLT,105,17942200,0.3283,203.13,0.1404,63,12462700,0.3645,185.43,0.1666,42,5479500,0.246,243.39,0.0975,2006311057CLT
Table 7,2003,4,32884,"Lansing, MI",12884,LAN,33,789400,0,169.81,-0.1065,18,338700,0,173.81,-0.0441,15,450700,0,166.8,-0.1499,2003412884LAN
Table 7,2014,3,30713,"Boise, ID",10713,BOI,63,5279200,0.6496,212.9,-0.0917,18,3579400,0.5858,166.33,-0.1875,45,1699800,0.7839,310.97,0.0474,2014310713BOI
Table 7,2007,2,34614,"Salt Lake City, UT",14869,SLC,110,21144700,0.8769,187.15,0.0484,31,11941300,0.9512,141.57,-0.0288,79,9203400,0.7805,246.29,0.1143,2007214869SLC
Table 7,2009,2,33158,"Midland/Odessa, TX",13158,MAF,32,1564300,0.8053,152.53,-0.0078,12,1185400,0.7981,135.46,-0.0326,20,378900,0.8279,205.94,0.0472,2009213158MAF
Table 7,2021,2,30194,"Dallas/Fort Worth, TX",11259,DAL,147,16221800,0.9947,161.51,-0.0318,38,6343100,0.9993,155.29,0.004,109,9878700,0.9918,165.51,-0.0521,2021211259DAL
Table 7,2012,2,30140,"Albuquerque, NM",10140,ABQ,82,9749700,0.919,209.6,-0.0461,21,4393700,0.9573,168.46,-0.1125,61,5356000,0.8875,243.35,-0.0039,2012210140ABQ
Table 7,2013,1,33277,"Montgomery, AL",13277,MGM,18,218000,0,248.25,0.0505,8,148900,0,238.74,0.0793,10,69100,0,268.73,-0.0007,2013113277MGM
Table 7,2001,1,31136,"Jacksonville, FL",12451,JAX,88,9761000,0.6617,154.25,-0.1619,29,4731400,0.8053,125.09,-0.2128,59,5029600,0.5266,181.68,-0.1252,2001112451JAX
Table 7,1996,4,31641,"Fayetteville, NC",11641,FAY,20,225800,0,178.06,-0.0057,14,176500,0,163.13,-0.0201,6,49300,0,231.49,0.0328,1996411641FAY
Table 7,2007,1,31995,"Greensboro/High Point, NC",11995,GSO,61,2866500,0,214.92,0.1025,38,1918100,0,201.74,0.1515,23,948400,0,241.57,0.0286,2007111995GSO
Table 7,2021,2,32467,"Miami, FL (Metropolitan Area)",13303,MIA,147,33052400,0.7193,175.29,-0.0412,31,5105700,0.6104,160.03,-0.0374,116,27946700,0.7392,178.07,-0.0418,2021213303MIA
Table 7,1998,1,31123,"St. Louis, MO",15016,STL,117,17595400,0.586,179.4,0.0797,63,9425000,0.5296,149.89,0.0312,54,8170400,0.6512,213.43,0.1225,1998115016STL
Table 7,2010,3,31695,"Flagstaff, AZ",11695,FLG,9,95700,0,175.84,-0.1428,8,76600,0,163.54,-0.1931,1,19100,0,225.14,0.0476,2010311695FLG
Table 7,2017,1,34027,"West Palm Beach/Palm Beach, FL",14027,PBI,85,14661000,0.9093,208.41,5.7614,13,1347400,0.7153,194.74,1.5382,72,13313600,0.9289,209.8,6.1762,2017114027PBI
Table 7,2020,3,30408,"Appleton, WI",10408,ATW,10,156600,0.7688,113.12,-0.3772,,,,,,10,156600,0.7688,113.12,-0.3772,2020310408ATW
Table 7,2001,1,32124,"Hilton Head, SC",12124,HHH,12,99500,0,187.25,-0.0335,9,76600,0,194.78,0.0077,3,22900,0,162.05,-0.1699,2001112124HHH
Table 7,2008,3,33198,"Kansas City, MO",13198,MCI,112,21176800,0.7983,180.5,-0.0988,43,9474800,0.7491,159.99,-0.1179,69,11702000,0.8381,197.11,-0.0858,2008313198MCI
Table 7,2008,3,30693,"Nashville, TN",10693,BNA,97,16543200,0.774,184.45,-0.0474,50,9771400,0.7298,163.6,-0.102,47,6771800,0.8377,214.54,0.0207,2008310693BNA
Table 7,2007,1,30185,"Alexandria, LA",10185,AEX,8,46900,0,265.22,0.2996,,,,,,8,46900,0,265.22,0.2996,2007110185AEX
Table 7,2008,1,30781,"Baton Rouge, LA",10781,BTR,35,992800,0.3557,219.7,0.0552,6,309700,0,205.79,0.1309,29,683100,0.5169,226.01,0.0269,2008110781BTR
Table 7,1997,3,34524,"Richmond, VA",14524,RIC,69,4176400,0.0525,234.52,0.3659,39,2875800,0.0763,219.47,0.4712,30,1300600,0,267.81,0.2092,1997314524RIC
Table 7,2009,3,33139,"Lynchburg, VA",13139,LYH,7,64700,0,165.4,-0.2029,7,64700,0,165.4,-0.2029,,,,,,2009313139LYH
Table 7,2009,2,34685,"Savannah, GA",14685,SAV,61,3084900,0,207.62,0.1924,22,1081500,0,195.95,0.0966,39,2003400,0,213.92,0.2463,2009214685SAV
Table 7,2002,3,31603,"Eugene, OR",11603,EUG,29,782500,0,177.21,-0.0772,5,280500,0,150.73,-0.215,24,502000,0,192,-0.0001,2002311603EUG
Table 7,2011,1,31066,"Columbus, OH",11066,CMH,79,10927900,0.7707,191.48,0.0085,41,4723000,0.6145,186.07,0.1602,38,6204900,0.8895,195.6,-0.0787,2011111066CMH
Table 7,2012,1,30257,"Albany, NY",10257,ALB,57,4060900,0.8603,233.87,0.0395,20,1148100,0.6436,204.07,0.0665,37,2912800,0.9458,245.62,0.031,2012110257ALB
Table 7,2021,3,30928,"Wichita, KS",12278,ICT,57,2193500,0.711,214.6,0.007,13,645700,0.3797,201.49,0.1932,44,1547800,0.8491,220.07,-0.0496,2021312278ICT
Table 7,2004,1,33570,"San Diego, CA",14679,SAN,112,27192200,0.7633,164.58,-0.0672,15,10428200,0.929,102.61,-0.241,97,16764000,0.6603,203.13,0.0051,2004114679SAN
Table 7,2012,2,32124,"Hilton Head, SC",12124,HHH,12,104800,0,273.53,0.2221,9,65300,0,273.07,0.2576,3,39500,0,274.29,0.1679,2012212124HHH
Table 7,2009,3,35249,"Tallahassee, FL",15249,TLH,37,908600,0,215.31,0.0928,10,356700,0,223.91,0.1451,27,551900,0,209.75,0.0595,2009315249TLH
Table 7,2013,2,30980,"Chattanooga, TN",10980,CHA,35,759100,0,237.74,0.0575,18,546700,0,209,-0.0066,17,212400,0,311.71,0.1899,2013210980CHA
Table 7,2006,1,31267,"Dayton, OH",11267,DAY,62,4553300,0.6892,174.48,-0.0968,34,2358800,0.5571,168.69,-0.0653,28,2194500,0.8311,180.7,-0.1263,2006111267DAY
Table 7,2003,2,31638,"Fresno, CA",11638,FAT,32,975300,0,194.5,-0.0506,7,423500,0,139.63,-0.1656,25,551800,0,236.61,0.0126,2003211638FAT
Table 7,2015,3,34653,"Tulsa, OK",15370,TUL,73,4833200,0.7955,246.58,0.0259,24,2342000,0.7097,229.56,0.0255,49,2491200,0.8761,262.59,0.0263,2015315370TUL
Table 7,2013,2,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,21,875600,0.1005,185.72,-0.184,6,295500,0,245.34,0.0945,15,580100,0.1517,155.35,-0.3227,2013210135ABE
Table 7,1998,3,31470,"Wenatchee, WA",11470,EAT,8,109600,0,105.22,-0.2312,4,84400,0,89.53,-0.2347,4,25200,0,157.76,-0.2244,1998311470EAT
Table 7,1999,1,31884,"Spokane, WA",11884,GEG,51,3772300,0.8426,131.02,-0.2752,9,2058300,0.9355,85.23,-0.4053,42,1714000,0.7311,186.01,-0.176,1999111884GEG
Table 7,2005,4,31641,"Fayetteville, NC",11641,FAY,21,210600,0,212.98,0.1196,17,188700,0,205.95,0.114,4,21900,0,273.54,0.1576,2005411641FAY
Table 7,2018,1,30980,"Chattanooga, TN",10980,CHA,50,1188200,0.0505,239.6,-0.0198,26,716900,0.0837,233.06,-0.0045,24,471300,0,249.53,-0.0407,2018110980CHA
Table 7,2011,4,30599,"Birmingham, AL",10599,BHM,72,5410000,0.8397,216.65,0.0036,41,3637800,0.7714,197.83,-0.0431,31,1772200,0.98,255.28,0.0881,2011410599BHM
Table 7,2014,2,31953,"Gainesville, FL",11953,GNV,30,465200,0,249.31,0.0012,7,185300,0,242.2,0.2417,23,279900,0,254.02,-0.1078,2014211953GNV
Table 7,2006,1,30615,"El Paso, TX",11540,ELP,74,5588200,0.7964,165.31,-0.1223,24,3477500,0.8798,137.82,-0.1939,50,2110700,0.6589,210.61,-0.0292,2006111540ELP
Table 7,1997,2,34100,"Philadelphia, PA",14100,PHL,141,28034900,0,213.71,0.24,71,13314900,0,198.14,0.4935,70,14720000,0,227.79,0.094,1997214100PHL
Table 7,2016,1,33105,"Cincinnati, OH",11193,CVG,70,8531000,0.4012,253.22,0.207,33,3294600,0.1173,271.18,0.425,37,5236400,0.5798,241.92,0.0894,2016111193CVG
Table 7,2010,2,32575,"Los Angeles, CA (Metropolitan Area)",14908,SNA,183,19812400,0.7034,182.83,-0.0445,26,8305800,0.9914,126.25,-0.111,157,11506600,0.4956,223.68,-0.0145,2010214908SNA
Table 7,2002,1,30849,"Bozeman, MT",10849,BZN,36,704100,0,210.95,-0.0034,4,158600,0,173.02,0.0513,32,545500,0,221.97,-0.015,2002110849BZN
Table 7,2004,2,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,29,402700,0,198.54,0.0082,16,190300,0,197.09,0.0452,13,212400,0,199.84,-0.0224,2004213184MBS
Table 7,2009,2,30135,"Allentown/Bethlehem/Easton, PA",10135,ABE,33,1062900,0.1058,166.44,-0.1082,12,340900,0,200.63,0.1573,21,722000,0.1558,150.29,-0.2208,2009210135ABE
Table 7,2010,1,32337,"Indianapolis, IN",12339,IND,92,13292600,0.8021,170.2,-0.1026,49,4876400,0.631,165.22,-0.0819,43,8416200,0.9013,173.09,-0.1136,2010112339IND
Table 7,2013,2,30852,"Washington, DC (Metropolitan Area)",12264,IAD,171,18030700,0.6346,272.44,0.1646,72,5232800,0.3876,213.88,0.2628,99,12797900,0.7356,296.39,0.1385,2013212264IAD
Table 7,1997,4,34492,"Raleigh/Durham, NC",14492,RDU,94,11631000,0,197.84,0.1854,57,8477300,0,171.75,0.1763,37,3153700,0,267.97,0.2015,1997414492RDU
Table 7,2013,3,32575,"Los Angeles, CA (Metropolitan Area)",13891,ONT,185,8471200,0.861,217.91,0.0171,24,3679900,0.9863,156.91,-0.0367,161,4791300,0.7648,264.76,0.0437,2013313891ONT
Table 7,2004,3,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,157,59057800,0.7232,154.23,0.0572,96,35221100,0.7148,140.43,0.0293,61,23836700,0.7356,174.62,0.0924,2004310397ATL
Table 7,2009,1,32547,"Rochester, MN",14633,RST,13,211000,0,191.98,0.1101,2,43100,0,209.83,3.6915,11,167900,0,187.4,-0.0897,2009114633RST
Table 7,1999,2,34653,"Tulsa, OK",15370,TUL,74,6368500,0.754,155.68,-0.1306,27,3538600,0.7312,127.26,-0.1891,47,2829900,0.7824,191.22,-0.0749,1999215370TUL
Table 7,2019,1,31503,,11503,EGE,28,1151000,0,417.5,0.7555,6,198900,0,378.52,0.5218,22,952100,0,425.64,0.8071,2019111503EGE
Table 7,2000,3,34236,"Paso Robles/San Luis Obispo, CA",14698,SBP,14,139700,0,223.96,0.0121,4,45200,0,167.24,-0.112,10,94500,0,251.08,0.0593,2000314698SBP
Table 7,2013,3,35323,"Bristol/Johnson City/Kingsport, TN",15323,TRI,28,386400,0,234.89,-0.0875,17,266900,0,199.4,-0.1866,11,119500,0,314.16,0.103,2013315323TRI
Table 7,2007,4,31895,"Great Falls, MT",12003,GTF,11,242600,0,209.4,0.1389,2,81900,0,210.03,0.5011,9,160700,0,209.08,0.0137,2007412003GTF
Table 7,2017,1,30785,"Burlington, VT",10785,BTV,43,1562600,0.6307,246.12,3.6706,11,583800,0.3107,185.89,9.0557,32,978800,0.8216,282.05,1.6966,2017110785BTV
Table 7,2018,2,30852,"Washington, DC (Metropolitan Area)",10821,BWI,174,39574000,0.9489,198.73,-0.0534,72,15644900,0.9514,174.36,0.0059,102,23929100,0.9473,214.67,-0.0821,2018210821BWI
Table 7,2001,1,32070,"Harrisburg, PA",13230,MDT,49,1535500,0,258.75,0.2753,22,645500,0,281.62,0.6786,27,890000,0,242.17,0.0604,2001113230MDT
Table 7,2006,3,33377,"Monroe, LA",13377,MLU,20,180300,0,238.81,0.1648,5,71700,0,203.98,0.5719,15,108600,0,261.8,0.0279,2006313377MLU
Table 7,2010,3,30781,"Baton Rouge, LA",10781,BTR,43,1085300,0,215.33,0.0215,11,424600,0,209.35,0.1088,32,660700,0,219.17,-0.0256,2010310781BTR
Table 7,1999,1,31453,"Houston, TX",12191,HOU,134,13389200,0.9339,126.08,-0.1321,38,8932500,0.9616,98.55,-0.1565,96,4456700,0.8785,181.24,-0.104,1999112191HOU
Table 7,2004,4,30980,"Chattanooga, TN",10980,CHA,27,448000,0,196.65,0.2135,14,318400,0,184.06,0.1705,13,129600,0,227.59,0.309,2004410980CHA
Table 7,2000,3,30685,"Bloomington/Normal, IL",10685,BMI,36,834100,0.8015,157.45,-0.157,10,396300,0.7181,149.4,-0.1208,26,437800,0.8769,164.74,-0.1845,2000310685BMI
Table 7,2000,3,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,169,50075900,0.2505,259.05,0.1158,24,17335700,0.2217,109.57,-0.2005,145,32740200,0.2658,338.2,0.197,2000314771SFO
Table 7,2004,1,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,151,49661200,0.7221,173.76,0.1009,93,30751000,0.7275,161.16,0.0995,58,18910200,0.7133,194.24,0.1027,2004110397ATL
Table 7,2019,1,34674,,14674,SAF,12,179500,0,264.25,0.1382,3,99400,0,240.09,0.3986,9,80100,0,294.22,-0.0424,2019114674SAF
Table 7,2017,4,32896,"Lubbock, TX",12896,LBB,39,1476800,0.8152,227.09,0.0406,11,936500,0.7708,208.27,0.0947,28,540300,0.8921,259.71,-0.0263,2017412896LBB
Table 7,2020,3,30792,"Buffalo, NY",10792,BUF,39,1201000,0.8399,161.76,-0.0275,18,563700,0.7754,145.53,0.0262,21,637300,0.8969,176.12,-0.0633,2020310792BUF
Table 7,2018,2,30436,"Tucson, AZ",15376,TUS,79,6248300,0.8545,241.14,-0.0147,11,1734900,0.9796,176.65,-0.099,68,4513400,0.8063,265.93,0.0094,2018215376TUS
Table 7,2014,3,34100,"Philadelphia, PA",14100,PHL,137,34742100,0.7006,250.89,0.0697,58,12940100,0.4056,235.19,0.2561,79,21802000,0.8757,260.2,-0.0092,2014314100PHL
Table 7,2014,3,31136,"Jacksonville, FL",12451,JAX,83,9855500,0.7769,227.7,0.0216,25,3539700,0.8304,213.45,0.0566,58,6315800,0.747,235.69,0.0047,2014312451JAX
Table 7,2007,4,30785,"Burlington, VT",10785,BTV,46,2218200,0.8311,202.33,0.0223,12,643800,0.7411,169.9,0.2613,34,1574400,0.8679,215.59,-0.0365,2007410785BTV
Table 7,2021,3,30747,"Brownsville, TX",10747,BRO,12,133500,0,256.23,0.2219,3,80200,0,187.25,0.2192,9,53300,0,360.02,0.224,2021310747BRO
Table 7,1998,2,30279,"Amarillo, TX",10279,AMA,32,1670900,0.8464,103.52,-0.3213,9,1298200,0.8754,85.65,-0.3831,23,372700,0.7454,165.73,-0.1722,1998210279AMA
Table 7,2005,1,35380,"Traverse City, MI",15380,TVC,21,266400,0,203.78,0.002,10,78800,0,170.37,-0.0928,11,187600,0,217.81,0.0376,2005115380TVC
Table 7,2004,4,30194,"Dallas/Fort Worth, TX",11259,DAL,113,8797500,0.9924,101.93,-0.163,41,8566900,0.9965,98.98,-0.1755,72,230600,0.8395,211.76,0.1357,2004411259DAL
Table 7,2008,3,31953,"Gainesville, FL",11953,GNV,15,148000,0,256.32,0.2351,4,65800,0,277.36,0.4857,11,82200,0,239.48,0.0681,2008311953GNV
Table 7,1999,4,30325,"Denver, CO",11292,DEN,153,36883600,0.498,215.78,0.2262,38,10017900,0.7284,167.18,0.1527,115,26865700,0.4121,233.91,0.2474,1999411292DEN
Table 7,1999,2,31136,"Jacksonville, FL",12451,JAX,88,10151000,0.529,155.13,-0.1272,31,4920800,0.7463,125.72,-0.1682,57,5230200,0.3245,182.79,-0.0985,1999212451JAX
Table 7,2002,3,33316,"Omaha, NE",13871,OMA,72,6572100,0.6952,154.27,-0.0872,18,2045700,0.6354,146.11,0.0081,54,4526400,0.7222,157.97,-0.1219,2002313871OMA
Table 7,2001,3,35165,"Toledo, OH",15295,TOL,35,973200,0.6309,132.31,-0.2489,19,547000,0.5048,126.25,-0.2644,16,426200,0.7928,140.08,-0.2302,2001315295TOL
Table 7,2010,4,31295,"Detroit, MI",11433,DTW,129,30506500,0.7823,192.56,0.0486,75,13521500,0.6361,198.95,0.2956,54,16985000,0.8986,187.48,-0.0968,2010411433DTW
Table 7,2021,1,33264,"Medford, OR",13264,MFR,18,523400,0.2646,169.45,-0.1485,10,323100,0.4287,145.28,-0.2233,8,200300,0,208.43,-0.0451,2021113264MFR
Table 7,1997,1,30647,"Cleveland, OH (Metropolitan Area)",10874,CAK,96,919000,0.2606,176.55,0.0998,54,375600,0,175.35,0.2499,42,543400,0.4407,177.37,0.0163,1997110874CAK
Table 7,2011,1,32323,"Wilmington, NC",12323,ILM,41,847400,0,209.98,-0.0677,23,559200,0,188.21,-0.1225,18,288200,0,252.21,0.025,2011112323ILM
Table 7,1996,3,32951,"Lafayette, LA",12951,LFT,22,311500,0,167.3,-0.1094,4,156100,0,152.67,-0.0405,18,155400,0,182.01,-0.1602,1996312951LFT
Table 7,2009,1,34653,"Tulsa, OK",15370,TUL,65,4624100,0.7728,175.51,-0.04,21,2264400,0.7045,158.05,-0.0425,44,2359700,0.8383,192.27,-0.038,2009115370TUL
Table 7,2005,3,32951,"Lafayette, LA",12951,LFT,17,229400,0,268.37,0.2992,2,74000,0,268.75,0.632,15,155400,0,268.19,0.184,2005312951LFT
Table 7,2016,4,30285,"Durango, CO",11413,DRO,19,342200,0,274.96,0.0791,8,214600,0,255.5,0.0925,11,127600,0,307.7,0.0609,2016411413DRO
Table 7,2009,4,32951,"Lafayette, LA",12951,LFT,25,382000,0,238.08,0.1454,5,156600,0,225.61,0.2665,20,225400,0,246.75,0.0798,2009412951LFT
Table 7,2007,4,33485,"Madison, WI",13485,MSN,53,2308500,0,221.27,0.1121,13,585100,0,217.05,0.2284,40,1723400,0,222.7,0.0784,2007413485MSN
Table 7,2007,4,31703,"New York City, NY (Metropolitan Area)",11618,EWR,169,39892700,0.3538,209.86,0.1423,51,4615600,0.02,211.77,0.6641,118,35277100,0.3974,209.61,0.0968,2007411618EWR
Table 7,2012,1,31977,"Green Bay, WI",11977,GRB,30,517600,0,290.3,0.2152,5,87500,0,288.22,2.2762,25,430100,0,290.73,0.0784,2012111977GRB
Table 7,2015,1,35356,"Trenton, NJ",15356,TTN,11,1413100,1,108.66,-0.4982,5,409000,1,82.76,-0.6408,6,1004100,1,119.21,-0.4347,2015115356TTN
Table 7,2003,4,31423,"Des Moines, IA",11423,DSM,61,3235900,0,179.59,-0.0106,16,1018200,0,185.93,0.186,45,2217700,0,176.67,-0.084,2003411423DSM
Table 7,2019,2,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,19,192700,0,294.88,0.1647,14,152500,0,286.67,0.1887,5,40200,0,326.04,0.0913,2019213184MBS
Table 7,2012,2,31953,"Gainesville, FL",11953,GNV,26,331500,0,240.55,0.0527,7,152800,0,216.5,0.2275,19,178700,0,261.12,-0.0438,2012211953GNV
Table 7,2007,4,31577,"Erie, PA",11577,ERI,18,194200,0,197.43,-0.081,10,97500,0,193.18,0.0191,8,96700,0,201.71,-0.1606,2007411577ERI
Table 7,2015,1,34100,"Philadelphia, PA",14100,PHL,123,30617200,0.7278,247.68,0.0997,54,10576800,0.4394,236.3,0.2623,69,20040400,0.8799,253.69,0.0342,2015114100PHL
Table 7,2016,1,30599,"Birmingham, AL",10599,BHM,64,4199400,0.7887,255.68,0.0537,36,2824500,0.7202,232.4,-0.0073,28,1374900,0.9293,303.5,0.1664,2016110599BHM
Table 7,1999,3,30154,"Nantucket, MA",10154,ACK,8,269900,0,176.74,-0.0528,8,269900,0,176.74,-0.0528,,,,,,1999310154ACK
Table 7,1997,4,32467,"Miami, FL (Metropolitan Area)",13303,MIA,141,19469500,0,183.54,-0.0605,30,2906800,0,147.28,0.0509,111,16562700,0,189.91,-0.0738,1997413303MIA
Table 7,2003,3,30154,"Nantucket, MA",10154,ACK,8,189800,0,253.03,0.4774,8,189800,0,253.03,0.4774,,,,,,2003310154ACK
Table 7,2001,1,35096,"Syracuse, NY",15096,SYR,60,2969600,0,210.65,0.0954,28,1057800,0,234.51,0.5342,32,1911800,0,197.44,-0.0779,2001115096SYR
Table 7,2015,3,30977,"Chicago, IL",13930,ORD,178,73798600,0.6684,206.24,0.0666,85,23518600,0.3855,202.54,0.1292,93,50280000,0.8008,207.97,0.0404,2015313930ORD
Table 7,2002,3,30255,"Huntsville, AL",12217,HSV,54,1545600,0,221.35,0.2653,25,869500,0,204.76,0.273,29,676100,0,242.69,0.2569,2002312217HSV
Table 7,2009,2,30792,"Buffalo, NY",10792,BUF,78,11458600,0.882,134.96,-0.1681,34,5531500,0.806,118.39,-0.1238,44,5927100,0.9529,150.41,-0.1978,2009210792BUF
Table 7,1996,1,33495,"New Orleans, LA",13495,MSY,98,13059200,0.4407,145.1,-0.1469,37,6419600,0.575,108.21,-0.2682,61,6639600,0.3108,180.77,-0.0564,1996113495MSY
Table 7,2001,4,30408,"Appleton, WI",10408,ATW,26,414800,0,195.8,0.0763,5,77500,0,198.64,0.0977,21,337300,0,195.15,0.0714,2001410408ATW
Table 7,1999,2,30781,"Baton Rouge, LA",10781,BTR,44,1279000,0,176.99,-0.0661,15,658100,0,147.76,-0.1447,29,620900,0,207.97,0.0033,1999210781BTR
Table 7,2004,1,35412,"Knoxville, TN",15412,TYS,53,1646700,0,237.15,0.1615,29,1010100,0,216.36,0.0577,24,636600,0,270.14,0.3271,2004115412TYS
Table 7,2010,4,31067,"Champaign/Urbana, IL",11067,CMI,16,156000,0,236.55,0.0647,3,51200,0,233.01,0.1344,13,104800,0,238.27,0.0344,2010411067CMI
Table 7,1997,2,31140,"Corpus Christi, TX",11140,CRP,47,1791700,0.723,124.19,-0.2452,15,1225500,0.7612,93.37,-0.3571,32,566200,0.6402,190.9,-0.0746,1997211140CRP
Table 7,2021,2,34614,"Salt Lake City, UT",14869,SLC,128,21691000,0.733,195.99,0.048,39,9897700,0.7242,152.61,0.0235,89,11793300,0.7405,232.39,0.062,2021214869SLC
Table 7,2015,2,32457,"San Francisco, CA (Metropolitan Area)",14771,SFO,166,63873900,0.887,273.17,0.0294,28,20958700,0.9129,155.84,-0.143,138,42915200,0.8743,330.47,0.0795,2015214771SFO
Table 7,1999,2,30285,"Durango, CO",11413,DRO,9,118200,0,159.68,0.1513,6,98400,0,152.45,0.264,3,19800,0,195.62,-0.1441,1999211413DRO
Table 7,2021,2,31252,"Daytona Beach, FL",11252,DAB,37,800600,0,204.08,0.0363,7,238300,0,185.73,0.0998,30,562300,0,211.86,0.0146,2021211252DAB
Table 7,2008,2,30372,"Aspen, CO",10372,ASE,20,283200,0.7631,319.52,0.4487,6,113100,0.9664,256.55,0.184,14,170100,0.6279,361.38,0.6196,2008210372ASE
Table 7,1999,3,32124,"Hilton Head, SC",12124,HHH,13,219900,0,174.53,0.0157,9,158500,0,176.01,0.0311,4,61400,0,170.69,-0.0232,1999312124HHH
Table 7,2008,3,34761,"Sanford, FL",14761,SFB,25,1817100,0,102.98,-0.4955,8,803300,0,87.47,-0.5521,17,1013800,0,115.28,-0.4541,2008314761SFB
Table 7,2020,1,33851,"Oklahoma City, OK",13851,OKC,75,4841000,0.8529,226.07,-0.0149,21,1696800,0.7435,207.84,-0.0829,54,3144200,0.912,235.9,0.0211,2020113851OKC
Table 7,2008,1,34574,"Roanoke, VA",14574,ROA,29,539000,0,238.61,0.1323,15,359800,0,204.12,0.0536,14,179200,0,307.85,0.2572,2008114574ROA
Table 7,1998,2,30194,"Dallas/Fort Worth, TX",11298,DFW,165,44576300,0.1429,221.4,0.2897,58,14729000,0.1842,140.87,-0.0121,107,29847300,0.1225,261.14,0.4039,1998211298DFW
Table 7,2006,4,31650,"Minneapolis/St. Paul, MN",13487,MSP,137,33112300,0.6443,196.29,0.1665,45,9298100,0.2837,182.34,0.2699,92,23814200,0.7851,201.74,0.1339,2006413487MSP
Table 7,1997,4,30785,"Burlington, VT",10785,BTV,35,1086500,0,218.86,0.1682,15,481700,0,179.93,0.2374,20,604800,0,249.86,0.132,1997410785BTV
Table 7,1997,2,32467,"Miami, FL (Metropolitan Area)",11697,FLL,134,21656700,0.2764,137.51,-0.2307,30,4264400,0.4235,105.92,-0.2221,104,17392300,0.2403,145.25,-0.2322,1997211697FLL
Table 7,2012,2,30581,"Bangor, ME",10581,BGR,17,507700,0,215.5,-0.0788,8,168600,0,236.82,0.0872,9,339100,0,204.89,-0.1531,2012210581BGR
Table 7,2008,4,33198,"Kansas City, MO",13198,MCI,111,19638000,0.7759,174.59,-0.085,40,8745200,0.7431,152.72,-0.1073,71,10892800,0.8023,192.15,-0.0702,2008413198MCI
Table 7,1996,2,30434,"Scranton/Wilkes-Barre, PA",10434,AVP,23,505100,0,199.21,0.0333,8,183700,0,229.88,0.419,15,321400,0,181.68,-0.1365,1996210434AVP
Table 7,2003,3,30397,"Atlanta, GA (Metropolitan Area)",10397,ATL,156,55055500,0.7006,161.71,0.0512,95,33254900,0.7034,147.79,0.0384,61,21800600,0.6964,182.95,0.0675,2003310397ATL
Table 7,2015,3,30436,"Tucson, AZ",15376,TUS,71,4667500,0.8752,245.28,-0.0164,10,1514100,0.9918,175.32,-0.1238,61,3153400,0.8192,278.87,0.0214,2015315376TUS
Table 7,2014,4,34614,"Salt Lake City, UT",14869,SLC,110,20994600,0.9298,225.17,0.0102,33,11443200,0.8933,162.62,-0.1021,77,9551400,0.9735,300.1,0.0996,2014414869SLC
Table 7,2019,1,34574,,14574,ROA,33,681500,0.1428,256.78,0.0755,16,434100,0.2241,213.77,0.0105,17,247400,0,332.25,0.1596,2019114574ROA
Table 7,2004,3,33184,"Saginaw/Bay City/Midland, MI",13184,MBS,23,321400,0,193.73,0.0131,13,155000,0,189.55,0.0588,10,166400,0,197.63,-0.0245,2004313184MBS
Table 7,1999,3,31453,"Houston, TX",12191,HOU,136,14576900,0.9364,126.52,-0.1072,38,9331000,0.9604,98.1,-0.1138,98,5245900,0.8937,177.07,-0.1005,1999312191HOU
Table 7,2019,3,30189,"Colorado Springs, CO",11109,COS,60,2585100,0.3279,235.49,0.0018,9,917500,0.5536,178.2,-0.1445,51,1667600,0.2038,267.01,0.0689,2019311109COS
Table 7,2014,3,33486,"Missoula, MT",13486,MSO,39,1437700,0.2825,223.02,-0.1012,6,488500,0.2735,179.03,-0.1907,33,949200,0.2872,245.66,-0.0623,2014313486MSO
Table 7,2019,4,30559,"Seattle, WA",14747,SEA,155,61014100,0.5789,209.85,-0.1249,28,14830500,0.3606,156.05,-0.1789,127,46183600,0.649,227.13,-0.112,2019414747SEA
Table 7,2003,1,31135,"Myrtle Beach, SC",13577,MYR,32,1397100,0.7428,125.02,-0.283,22,1022700,0.7484,122.36,-0.3105,10,374400,0.7276,132.3,-0.2026,2003113577MYR
Table 7,2014,4,30627,"Bismarck/Mandan, ND",10627,BIS,25,781000,0.3047,228.11,-0.0364,4,201500,0.6129,261.57,0.4462,21,579500,0.1976,216.47,-0.1548,2014410627BIS
Table 7,2002,3,31641,"Fayetteville, NC",11641,FAY,14,130200,0,180.58,0.0641,14,130200,0,180.58,0.0641,,,,,,2002311641FAY
